origin_station,destination,time
Taman Paramount,Kajang,62
Taman Bahagia,Kajang,65
Kelana Jaya,Kajang,67
Lembah Subang,Kajang,70
Ara Damansara,Kajang,72
Glenmarie,Kajang,75
Subang Jaya,Kajang,76
SS 15,Kajang,80
SS 18,Kajang,82
USJ 7 (KJL),Kajang,85
Taipan,Kajang,86
Wawasan,Kajang,89
USJ 21,Kajang,91
Alam Megah,Kajang,94
Subang Alam,Kajang,97
Putra Heights (KJL),Kajang,101
Sungai Buloh,Kajang,81
Kampung Selamat,Kajang,74
Kwasa Damansara,Kajang,73
Kwasa Sentral,Kajang,71
Kota Damansara,Kajang,67
Surian,Kajang,65
Mutiara Damansara,Kajang,63
Bandar Utama,Kajang,61
TTDI,Kajang,58
Phileo Damansara,Kajang,55
Pusat Bandar Damansara,Kajang,53
Semantan,Kajang,50
Muzium Negara,Kajang,48
Pasar Seni (SBK),Kajang,46
Merdeka,Kajang,43
Bukit Bintang,Kajang,40
Tun Razak Exchange (TRX),Kajang,38
Cochrane,Kajang,35
Maluri (SBK),Kajang,33
Taman Pertama,Kajang,30
Taman Midah,Kajang,28
Taman Mutiara,Kajang,25
Taman Connaught,Kajang,23
Taman Suntex,Kajang,21
Sri Raya,Kajang,16
Bandar Tun Hussein Onn,Kajang,11
Batu 11 Cheras,Kajang,11
Bukit Dukung,Kajang,10
Sungai Jernih,Kajang,7
Stadium Kajang,Kajang,4
Kajang,Kajang,0
